study_id,replsite,repltime,gradient,envt.factor,amt.added,parts.removed,pulse.press,removal.method,herb.excluded,plot.size,genus,species,neighbor.form,target.form,neighbor.stage,target.stage,target.source,num.targets,comm.type,productivity,stand.crop,totalN,rainfall,census.day,response.var,resp.var.units,mean_ctrl,mean_trt,RCI,ACI,lnRR,N_ctrl,N_trt,n.index,var.meas,SD_ctrl,SD_trt,var.ctrl,var.rem,var.rci,n.censuses,n.respvar,n.taxa,use
8,none     ,yr1  ,nat-exptl,slope-ctrl     ,0 mm     ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,0.1, ,60,150,seeds    ,seeds/ind           ,3,2.6,-0.154,-0.4,-0.143,18,22, ,SE       ,2.969848481,2.34520788,0.7,0.5, ,1,4,1,no 
8,none     ,yr1  ,nat-exptl,slope+w        ,30 mm    ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,3, ,90,150,seeds    ,seeds/ind           ,26.6,342,0.922,315.4,2.554,28,26, ,SE       ,24.34091206,23.96539171,4.6,4.7, ,1,4,1,no 
8,none     ,yr1  ,nat-exptl,slope+w        ,80 mm    ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,14.7, ,140,150,seeds    ,seeds/ind           ,50.1,132.5,0.622,82.4,0.973,28,31, ,SE       ,33.86561678,108.0146286,6.4,19.4, ,1,4,1,no 
8,none     ,yr1  ,nat-exptl,depr-ctrl      ,0 mm     ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,26.5, ,60,150,seeds    ,seeds/ind           ,8.9,24.7,0.64,15.8,1.021,29,30, ,SE       ,9.154780172,20.81345719,1.7,3.8, ,1,4,1,no 
8,none     ,yr1  ,nat-exptl,depr+w         ,30 mm    ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,87.9, ,90,150,seeds    ,seeds/ind           ,17,117.7,0.856,100.7,1.935,24,29, ,SE       ,14.20704051,79.70043915,2.9,14.8, ,1,4,1,no 
8,none     ,yr1  ,nat-exptl,depr+w         ,80 mm    ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,176.5, ,140,150,seeds    ,seeds/ind           ,25.9,343.4,0.925,317.5,2.585,29,31, ,SE       ,33.3880218,301.216052,6.2,54.1, ,1,4,1,no 
8,none     ,yr1  ,nat-exptl,wadi-ctrl      ,0 mm     ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,429.4, ,60,150,seeds    ,seeds/ind           ,16.9,464.3,0.964,447.4,3.313,55,63, ,SE       ,21.50697561,273.8352607,2.9,34.5, ,1,4,1,no 
8,none     ,yr1  ,nat-exptl,wadi+w         ,30 mm    ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,579.7, ,90,150,seeds    ,seeds/ind           ,13.6,975.5,0.986,961.9,4.273,29,30, ,SE       ,12.92439554,483.0912957,2.4,88.2, ,1,4,1,no 
8,none     ,yr1  ,nat-exptl,wadi+w         ,80 mm    ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,777.5, ,140,150,seeds    ,seeds/ind           ,17.8,1514.7,0.988,1496.9,4.444,31,30, ,SE       ,15.58974022,868.6879762,2.8,158.6, ,1,4,1,no 
8,none     ,yr2  ,nat-exptl,slope          ,0 mm     ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,0.1, ,82,150,seeds    ,seeds/ind           ,17.8,45.5,0.609,27.7,0.939,29,13, ,SE       ,21.00214275,20.9121974,3.9,5.8, ,1,4,1,no 
8,none     ,yr2  ,nat-exptl,depr           ,0 mm     ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,26.5, ,82,150,seeds    ,seeds/ind           ,22.9,160.9,0.858,138,1.95,29,15, ,SE       ,19.92510979,99.535672,3.7,25.7, ,1,4,1,no 
8,none     ,yr2  ,nat-exptl,wadi           ,0 mm     ,all             ,once     ,pull     ,none        ,1,Stipa       ,capensis       ,annual         ,annual         ,sdlg           ,sdlg           ,natural  ,1,desert          , ,429.4, ,82,150,seeds    ,seeds/ind           ,9.7,597.9,0.984,588.2,4.121,27,15, ,SE       ,8.313843876,374.9047879,1.6,96.8, ,1,4,1,no 
13,none     ,none ,exptl    ,ctrl           ,0,all             ,press    ,?        ,none        ,1,Ipomoea     ,hederacea      ,herb           ,vine           ,sdlg           ,sdlg           ,transpl  ,1,weed            , ,342, , ,34,biomass  ,g/ind               ,0.29,0.75,0.613,0.46,0.95,10,10, ,SE       ,4.110960958,2.751181564,1.3,0.87, ,3,1,1,no 
13,none     ,none ,exptl    ,nitrogen,11 g/m2  ,all             ,press    ,?        ,none        ,1,Ipomoea     ,hederacea      ,herb           ,vine           ,sdlg           ,sdlg           ,transpl  ,1,weed            , ,441, , ,34,biomass  ,g/ind               ,1.59,6.78,0.766,5.19,1.45,10,10, ,SE       ,8.221921916,38.35842802,2.6,12.13, ,3,1,1,no 
13,none     ,none ,exptl    ,ctrl           ,0,all             ,press    ,?        ,none        ,1,Ipomoea     ,hederacea      ,herb           ,vine           ,sdlg           ,sdlg           ,transpl  ,1,weed            , ,342, , ,63,biomass  ,g/ind               ,0.98,9.63,0.898,8.65,2.285,10,10, ,SE       ,1.359779394,5.470740352,0.43,1.73, ,3,1,1,no 
13,none     ,none ,exptl    ,nitrogen,11 g/m2  ,all             ,press    ,?        ,none        ,1,Ipomoea     ,hederacea      ,herb           ,vine           ,sdlg           ,sdlg           ,transpl  ,1,weed            , ,441, , ,63,biomass  ,g/ind               ,19.15,43.83,0.563,24.68,0.828,10,10, ,SE       ,8.221921916,38.35842802,2.6,12.13, ,3,1,1,no 
13,none     ,none ,exptl    ,ctrl           ,0,all             ,press    ,?        ,none        ,1,Ipomoea     ,hederacea      ,herb           ,vine           ,sdlg           ,sdlg           ,transpl  ,1,weed            , ,342, , ,95,biomass  ,g/ind               ,1.25,10.78,0.884,9.53,2.155,10,10, ,SE       ,2.751181564,6.988633629,0.87,2.21, ,3,1,1,yes
13,none     ,none ,exptl    ,nitrogen,11 g/m2  ,all             ,press    ,?        ,none        ,1,Ipomoea     ,hederacea      ,herb           ,vine           ,sdlg           ,sdlg           ,transpl  ,1,weed            , ,441, , ,95,biomass  ,g/ind               ,11.64,100.81,0.885,89.17,2.159,10,10, ,SE       ,11.03634903,39.68658464,3.49,12.55, ,3,1,1,yes
14,none     ,none ,natural  ,ridge          ,         ,all             ,once     ,pull     ,large       , ,Hieracium   ,floribundum    ,herb           ,rosette        ,adult          ,adult          ,natural  ,140,grass           , ,173,240, ,136,lingrowth,rosettes/rosette    ,0.021,0.037,0.43,0.0157,0.562,5,5, ,SD       ,0.018,0.044,0.018,0.044, ,1,2,1,no 
14,none     ,none ,natural  ,swale          ,         ,all             ,once     ,pull     ,large       , ,Hieracium   ,floribundum    ,herb           ,rosette        ,adult          ,adult          ,natural  ,140,grass           , ,295,480, ,136,lingrowth,rosettes/rosette    ,0.063,0.206,0.696,0.1432,1.191,5,5, ,SD       ,0.018,0.086,0.018,0.086, ,1,2,1,no 
14,none     ,none ,natural  ,ridge          ,         ,all             ,once     ,pull     ,large       , ,Hieracium   ,floribundum    ,herb           ,rosette        ,adult          ,adult          ,natural  ,140,grass           , ,173,240, ,136,surv     ,proportion          ,0.96,0.98,0.02,0.02,0.021,5,5, ,SD       ,0.021,0.016,0.021,0.016, ,1,2,1,yes
14,none     ,none ,natural  ,swale          ,         ,all             ,once     ,pull     ,large       , ,Hieracium   ,floribundum    ,herb           ,rosette        ,adult          ,adult          ,natural  ,140,grass           , ,295,480, ,136,surv     ,proportion          ,0.69,0.85,0.188,0.16,0.209,5,5, ,SD       ,0.13,0.098,0.13,0.098, ,1,2,1,yes
15,none     ,none ,natural  ,ridge          ,         ,all             ,once     ,?        ,none        ,1,Aristida    ,glauca         ,graminoid      ,graminoid      ,adult          ,adult          ,natural  ,1,desert          , ,155,1670,401,1095,lingrowth,cm2/cm2             ,0.66,1.748,0.622,1.088,0.974,20,20, ,CI       ,0.529354868,1.088371863,0.232,0.477, ,1,1,2,no 
15,none     ,none ,natural  ,midslope       ,         ,all             ,once     ,?        ,none        ,1,Aristida    ,glauca         ,graminoid      ,graminoid      ,adult          ,adult          ,natural  ,1,desert          , ,187,1562,401,1095,lingrowth,cm2/cm2             ,0.858,2.191,0.608,1.333,0.938,20,20, ,CI       ,1.008512292,0.892145489,0.442,0.391, ,1,1,2,no 
15,none     ,none ,natural  ,lowslope       ,         ,all             ,once     ,?        ,none        ,1,Aristida    ,glauca         ,graminoid      ,graminoid      ,adult          ,adult          ,natural  ,1,desert          , ,283,1513,401,1095,lingrowth,cm2/cm2             ,1.408,3.381,0.584,1.973,0.876,20,20, ,CI       ,1.047301226,2.407195629,0.459,1.055, ,1,1,2,no 
15,none     ,none ,natural  ,ridge          ,         ,all             ,once     ,?        ,none        ,1,Stipa       ,neomexicana    ,graminoid      ,graminoid      ,adult          ,adult          ,natural  ,1,desert          , ,155,1670,401,1095,lingrowth,cm2/cm2             ,0.762,1.918,0.603,1.156,0.923,20,20, ,CI       ,0.620622949,1.088371863,0.272,0.477, ,1,1,2,no 
15,none     ,none ,natural  ,midslope       ,         ,all             ,once     ,?        ,none        ,1,Stipa       ,neomexicana    ,graminoid      ,graminoid      ,adult          ,adult          ,natural  ,1,desert          , ,187,1562,401,1095,lingrowth,cm2/cm2             ,0.66,2.531,0.739,1.871,1.344,20,20, ,CI       ,1.008512292,1.359894403,0.442,0.596, ,1,1,2,no 
15,none     ,none ,natural  ,lowslope       ,         ,all             ,once     ,?        ,none        ,1,Stipa       ,neomexicana    ,graminoid      ,graminoid      ,adult          ,adult          ,natural  ,1,desert          , ,283,1513,401,1095,lingrowth,cm2/cm2             ,1.374,4.198,0.673,2.824,1.117,20,20, ,CI       ,1.163668029,3.726019395,0.51,1.633, ,1,1,2,no 
19,none     ,none ,none     ,none           ,         ,all             ,once     ,clip     ,insect      ,1,Gutierrezia ,microcephala   ,gram-shrub     ,shrub          ,adult          ,juvenile       ,natural  ,1,desert          , , , ,215,365,lingrowth,%(ht)               ,22.2,37.8,0.413,15.6,0.532,26,27, ,CI       ,40.45395583,42.81523552,15.55,16.15, ,1,3,1,no 
19,none     ,none ,none     ,none           ,         ,all             ,once     ,clip     ,insect      ,1,Gutierrezia ,microcephala   ,gram-shrub     ,shrub          ,adult          ,juvenile       ,natural  ,1,desert          , , , ,215,365,lingrowth,stems/stem          ,3.44,7.91,0.565,4.47,0.833,26,27, ,CI       ,2.302363403,4.440589443,0.885,1.675, ,1,3,1,no 
19,none     ,none ,none     ,none           ,         ,all             ,once     ,clip     ,none        ,1,Gutierrezia ,microcephala   ,gram-shrub     ,shrub          ,adult          ,juvenile       ,natural  ,1,desert          , , , ,215,365,lingrowth,%(ht)               ,-23.3,3.5,7.657,26.8, ,111,39, ,CI       ,83.58643666,23.10012015,15.55,7.25, ,1,3,1,no 
19,none     ,none ,none     ,none           ,         ,all             ,once     ,clip     ,none        ,1,Gutierrezia ,microcephala   ,gram-shrub     ,shrub          ,adult          ,juvenile       ,natural  ,1,desert          , , , ,215,365,lingrowth,stems/stem          ,1.86,3.67,0.493,1.81,0.68,111,39, ,CI       ,1.128820045,1.848009612,0.21,0.58, ,1,3,1,no 
20,none     ,none ,none     ,none           ,         ,all             ,once     ,clipsoil ,none        ,625,Acacia      ,nilotica       ,herb           ,tree           ,adult          ,adult          ,natural  ,1,shr-sav         , ,4800, ,630,300,lingrowth,mm(shoot)           ,76,85,0.106,9,0.112,3,1, ,SD       ,9.165,0,9.165,0, ,1,1,4,no 
20,none     ,none ,none     ,none           ,         ,all             ,once     ,clipsoil ,none        ,625,Acacia      ,tortilis       ,herb           ,tree           ,adult          ,adult          ,natural  ,2,shr-sav         , ,4800, ,630,300,lingrowth,mm(shoot)           ,86,84,-0.024,-2,-0.024,4,2, ,SD       ,27.215,15.555,27.215,15.555, ,1,1,4,no 
20,none     ,none ,none     ,none           ,         ,all             ,once     ,clipsoil ,none        ,625,Burkea      ,africana       ,herb           ,tree           ,adult          ,adult          ,natural  ,2,shr-sav         , ,690, ,630,365,lingrowth,mm(shoot)           ,6.7,3.8,-0.763,-2.9,-0.567,7,5, ,SE       ,55.03162727,37.34233522,20.8,16.7, ,1,2,4,no 
20,none     ,none ,none     ,none           ,         ,all             ,once     ,clipsoil ,none        ,625,Burkea      ,africana       ,herb           ,tree           ,adult          ,adult          ,natural  ,2,shr-sav         , ,690, ,630,365,lingrowth,mm2(trunk)          ,1.9,1.8,-0.056,-0.1,-0.054,7,5, ,SE       ,1.852025918,1.341640786,0.7,0.6, ,1,2,4,no 
20,none     ,none ,none     ,none           ,         ,all             ,once     ,clipsoil ,none        ,625,Ochna       ,pulchra        ,herb           ,shrub          ,adult          ,adult          ,natural  ,3,shr-sav         , ,690, ,630,365,lingrowth,mm(shoot)           ,-28.1,-2.9,8.69,25.2,-2.271,11,9, ,SE       ,39.13617253,22.2,11.8,7.4, ,1,2,4,no 
20,none     ,none ,none     ,none           ,         ,all             ,once     ,clipsoil ,none        ,625,Ochna       ,pulchra        ,herb           ,shrub          ,adult          ,adult          ,natural  ,3,shr-sav         , ,690, ,630,365,lingrowth,mm2(trunk)          ,15.9,7.6,-1.092,-8.3,-0.738,11,9, ,SE       ,8.954886934,6.3,2.7,2.1, ,1,2,4,no 
21,none     ,none ,none     ,none           ,         ,all             ,press    ,clip     ,none        ,100,Ambrosia    ,dumosa         ,shrub          ,shrub          ,adult          ,adult          ,natural  ,1,desert          , , , ,125,570,xpp      ,bar                 ,-50.2,-39.9,0.258,10.3,-0.23,10,10, ,SE       ,10.43551628,10.75174404,3.3,3.4, ,1,1,2,no 
21,none     ,none ,none     ,none           ,         ,all             ,press    ,clip     ,none        ,100,Larrea      ,tridentata     ,shrub          ,shrub          ,adult          ,adult          ,natural  ,1,desert          , , , ,125,570,xpp      ,bar                 ,-54.7,-47.2,0.159,7.5,-0.147,10,10, ,SE       ,3.478505426,8.538149682,1.1,2.7, ,1,1,2,no 
22,none     ,yr1  ,none     ,grassy         ,         ,all             ,press    ,clip     ,none        ,1,Aristida    ,longiseta      ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.828,0.785,-0.055,-0.0431,-0.053,3,3, ,SE       ,0.157616623,0.155884573,0.091,0.09, ,1,2,6,no 
22,none     ,yr1  ,none     ,grassy         ,         ,all             ,press    ,clip     ,none        ,1,Bouteloua   ,rigidiseta     ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.617,0.576,-0.072,-0.0415,-0.07,3,3, ,SE       ,0.119511506,0.081406388,0.069,0.047, ,1,2,6,no 
22,none     ,yr1  ,none     ,grassy         ,         ,all             ,press    ,clip     ,none        ,1,Stipa       ,leuchotricha   ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.891,0.92,0.032,0.0289,0.032,3,3, ,SE       ,0.129903811,0.091798693,0.075,0.053, ,1,2,6,no 
22,none     ,yr2  ,none     ,grassy         ,         ,all             ,press    ,clip     ,none        ,1,Aristida    ,longiseta      ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,1,0.984,-0.017,-0.0162,-0.016,3,3, ,SE       ,0.036373067,0.027712813,0.021,0.016, ,1,2,6,no 
22,none     ,yr2  ,none     ,grassy         ,         ,all             ,press    ,clip     ,none        ,1,Bouteloua   ,rigidiseta     ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,1,0.978,-0.023,-0.0222,-0.022,3,3, ,SE       ,0.032908965,0.038105118,0.019,0.022, ,1,2,6,no 
22,none     ,yr2  ,none     ,grassy         ,         ,all             ,press    ,clip     ,none        ,1,Stipa       ,leuchotricha   ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.994,0.964,-0.03,-0.0292,-0.03,3,3, ,SE       ,0.012124356,0.058889727,0.007,0.034, ,1,2,6,no 
22,none     ,yr1  ,none     ,rocky          ,         ,all             ,press    ,clip     ,none        ,1,Aristida    ,longiseta      ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.68,0.711,0.043,0.0305,0.044,3,3, ,SE       ,0.157616623,0.157616623,0.091,0.091, ,1,2,6,no 
22,none     ,yr1  ,none     ,rocky          ,         ,all             ,press    ,clip     ,none        ,1,Bouteloua   ,rigidiseta     ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.693,0.494,-0.405,-0.1998,-0.34,3,3, ,SE       ,0.119511506,0.081406388,0.069,0.047, ,1,2,6,no 
22,none     ,yr1  ,none     ,rocky          ,         ,all             ,press    ,clip     ,none        ,1,Stipa       ,leuchotricha   ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.692,0.404,-0.711,-0.2875,-0.537,3,3, ,SE       ,0.129903811,0.091798693,0.075,0.053, ,1,2,6,no 
22,none     ,yr2  ,none     ,rocky          ,         ,all             ,press    ,clip     ,none        ,1,Aristida    ,longiseta      ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.852,0.943,0.097,0.0917,0.102,3,3, ,SE       ,0.036373067,0.027712813,0.021,0.016, ,1,2,6,no 
22,none     ,yr2  ,none     ,rocky          ,         ,all             ,press    ,clip     ,none        ,1,Bouteloua   ,rigidiseta     ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,1,0.974,-0.027,-0.0263,-0.027,3,3, ,SE       ,0.032908965,0.038105118,0.019,0.022, ,1,2,6,no 
22,none     ,yr2  ,none     ,rocky          ,         ,all             ,press    ,clip     ,none        ,1,Stipa       ,leuchotricha   ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.988,0.934,-0.058,-0.0544,-0.057,3,3, ,SE       ,0.012124356,0.058889727,0.007,0.034, ,1,2,6,no 
22,none     ,yr1  ,none     ,tree           ,         ,all             ,press    ,clip     ,none        ,1,Aristida    ,longiseta      ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.87,0.752,-0.156,-0.1175,-0.145,3,3, ,SE       ,0.157616623,0.157616623,0.091,0.091, ,1,2,6,no 
22,none     ,yr1  ,none     ,tree           ,         ,all             ,press    ,clip     ,none        ,1,Bouteloua   ,rigidiseta     ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.404,0.671,0.398,0.2673,0.508,3,3, ,SE       ,0.119511506,0.081406388,0.069,0.047, ,1,2,6,no 
22,none     ,yr1  ,none     ,tree           ,         ,all             ,press    ,clip     ,none        ,1,Stipa       ,leuchotricha   ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.848,0.922,0.081,0.0742,0.084,3,3, ,SE       ,0.129903811,0.091798693,0.075,0.053, ,1,2,6,no 
22,none     ,yr2  ,none     ,tree           ,         ,all             ,press    ,clip     ,none        ,1,Aristida    ,longiseta      ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.836,0.958,0.128,0.1224,0.137,3,3, ,SE       ,0.036373067,0.027712813,0.021,0.016, ,1,2,6,no 
22,none     ,yr2  ,none     ,tree           ,         ,all             ,press    ,clip     ,none        ,1,Bouteloua   ,rigidiseta     ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.905,0.751,-0.204,-0.1534,-0.186,3,3, ,SE       ,0.032908965,0.038105118,0.019,0.022, ,1,2,6,no 
22,none     ,yr2  ,none     ,tree           ,         ,all             ,press    ,clip     ,none        ,1,Stipa       ,leuchotricha   ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,20,grass           , , , ,80,365,surv     ,proportion          ,0.99,0.99,0,0,0,3,3, ,SE       ,0.012124356,0.058889727,0.007,0.034, ,1,2,6,no 
25,none     ,none ,none     ,none           ,         ,all             ,press    ,herbpull ,large-below ,3,Bertoroa    ,incana         ,herb           ,annual         ,adult          ,sdlg           ,transpl  ,5,grass           , ,28,362, ,60,biomass  ,g/ind               ,0.2,1.95,0.897,1.75,2.277,14,14, ,SE       ,0.037416574,1.122497216,0.01,0.3, ,1,2,1,yes
27,none     ,none ,none     ,none           ,         ,all             ,press    ,clip     ,none        ,10,Chrysothamnus,teretifolius   ,shrub          ,shrub          ,adult          ,adult          ,natural  ,1,desert          , , , ,144,105,xpp      ,MPa                 ,-1.58,-1.82,-0.132,-0.24,0.141,6,6, ,SE       ,0.269443872,0.538887743,0.11,0.22, ,1,1,2,no 
27,none     ,none ,none     ,none           ,         ,all             ,press    ,clip     ,none        ,10,Haplopappus ,cooperi        ,shrub          ,shrub          ,adult          ,adult          ,natural  ,1,desert          , , , ,144,105,xpp      ,MPa                 ,-6.27,-3.78,0.659,2.49,-0.506,6,6, ,SE       ,0.930806102,0.489897949,0.38,0.2, ,1,1,2,no 
28,none     ,none ,none     ,none           ,         ,all             ,?        ,?        ,none        ,13,Encelia     ,farinosa       ,shrub          ,shrub          ,adult          ,adult          ,natural  ,1,desert          , ,634, , ,730,biomass  ,g/ind               ,369,690.6,0.466,321.6,0.627,6,6, ,SE       ,166.3203535,143.7850479,67.9,58.7, ,1,1,1,no 
29,none     ,none ,none     ,radius=20cm    ,         ,all             ,press    ,herbclip ,none        , ,Agropyron   ,repens         ,herb           ,graminoid      ,adult          ,adult          ,transpl  ,1,grass           , , , , ,112,biomass  ,g/ind               ,0.68,0.82,0.171,0.14,0.187,10,10, ,SE       ,0.05375872,0.037947332,0.017,0.012, ,1,1,3,no 
29,none     ,none ,none     ,radius=20cm    ,         ,all             ,press    ,herbclip ,none        , ,Phleum      ,pratense       ,herb           ,graminoid      ,adult          ,adult          ,transpl  ,1,grass           , , , , ,112,biomass  ,g/ind               ,3.47,17.1,0.797,13.63,1.595,10,10, ,SE       ,4.300697618,23.21111803,1.36,7.34, ,1,1,3,no 
29,none     ,none ,none     ,radius=20cm    ,         ,all             ,press    ,herbclip ,none        , ,Poa         ,pratensis      ,herb           ,graminoid      ,adult          ,adult          ,transpl  ,1,grass           , , , , ,112,biomass  ,g/ind               ,0.96,0.92,-0.044,-0.04,-0.043,10,10, ,SE       ,0.768433471,0.452205705,0.243,0.143, ,1,1,3,no 
29,none     ,none ,none     ,radius=40cm    ,         ,all             ,press    ,herbclip ,none        ,1,Agropyron   ,repens         ,herb           ,graminoid      ,adult          ,adult          ,transpl  ,1,grass           , , , , ,112,biomass  ,g/ind               ,0.68,1.87,0.636,1.19,1.012,10,10, ,SE       ,0.05375872,0.161276161,0.017,0.051, ,1,1,3,no 
29,none     ,none ,none     ,radius=40cm    ,         ,all             ,press    ,herbclip ,none        ,1,Phleum      ,pratense       ,herb           ,graminoid      ,adult          ,adult          ,transpl  ,1,grass           , , , , ,112,biomass  ,g/ind               ,3.47,14.86,0.767,11.39,1.455,10,10, ,SE       ,4.300697618,8.633018012,1.36,2.73, ,1,1,3,no 
29,none     ,none ,none     ,radius=40cm    ,         ,all             ,press    ,herbclip ,none        ,1,Poa         ,pratensis      ,herb           ,graminoid      ,adult          ,adult          ,transpl  ,1,grass           , , , , ,112,biomass  ,g/ind               ,0.96,1.6,0.4,0.64,0.511,10,10, ,SE       ,0.768433471,1.207990066,0.243,0.382, ,1,1,3,no 
31,floodplain,none ,natural  ,floodplain     ,         ,all             ,once     ,clip     ,none        , ,Eriophorum  ,scheuchzeri    ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,1000,lowherb         , , , , ,715,biomass  ,g/ind               ,53.6,454.4,0.882,400.8,2.137,4,4, ,SE       ,14.08,112.68,7.04,56.34, ,1,2,2,no 
31,muskeg   ,none ,natural  ,muskeg         ,         ,all             ,once     ,gird     ,none        , ,Eriophorum  ,scheuchzeri    ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,1000,lowherb         , , , , ,715,biomass  ,g/ind               ,30.9,27.3,-0.132,-3.6,-0.124,4,4, ,SE       ,12.9,7.74,6.45,3.87, ,1,2,2,no 
31,floodplain,none ,natural  ,floodplain     ,         ,all             ,once     ,clip     ,none        , ,Eriophorum  ,vaginatum      ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,1000,lowherb         , , , , ,715,biomass  ,g/ind               ,87.3,289.7,0.699,202.4,1.199,4,4, ,SE       ,14.08,28.16,7.04,14.08, ,1,2,2,no 
31,muskeg   ,none ,natural  ,muskeg         ,         ,all             ,once     ,gird     ,none        , ,Eriophorum  ,vaginatum      ,graminoid      ,graminoid      ,adult          ,adult          ,transpl  ,1000,lowherb         , , , , ,715,biomass  ,g/ind               ,127.3,107.9,-0.18,-19.4,-0.165,4,4, ,SE       ,36.12,13.16,18.06,6.58, ,1,2,2,no 
