Species,study_id,T_ style,Control Day T (mean),Control Night T (mean),Control Whole-day T (mean),Increased Day T (mean),Increased Night T (mean),Increased Whole-day T (mean),_Day T,_Night T,_Whole-day T,T Position,Facility,Exposed time(d),Other Treatment,pot or field,Latitude,Longitude,Elevation(m),mean_ctrl,mean_trt,SD_ctrl,SD_trt,Sc,Se,N_ctrl,N_trt,Unit
Betula papyrifera,Tjoelker 1999b,day/night,18,12,*,30,24,*,6,6,6,air,"chamber, metal halied lamp",2.3,*,pot,*,*,*,18.9133,28.3044,7.043384609,3.913049184,4.0665,2.2592,3,3,nmol g-1 s-1
Betula papyrifera,Tjoelker 1999b,day/night,18,12,*,24,18,*,6,6,6,air,"chamber, metal halied lamp",2.3,CO2,pot,*,*,*,11.3477,25.4359,2.739065147,3.913049184,1.5814,2.2592,3,3,nmol g-1 s-1
Betula papyrifera,Tjoelker 1999b,day/night,18,12,*,24,18,*,6,6,6,air,"chamber, metal halied lamp",2.3,CO2,pot,*,*,*,11.3477,36.5214,2.739065147,3.521778907,1.5814,2.0333,3,3,nmol g-1 s-1
Betula papyrifera,Tjoelker 1999b,day/night,18,12,*,30,24,*,6,6,6,air,"chamber, metal halied lamp",2.3,CO2,pot,*,*,*,11.3477,15.1303,2.739065147,7.826098369,1.5814,4.5184,3,3,nmol g-1 s-1
Betula papyrifera,Tjoelker 1999b,day/night,18,12,*,30,24,*,6,6,6,air,"chamber, metal halied lamp",2.3,CO2,pot,*,*,*,11.3477,20.8694,2.739065147,9.782449756,1.5814,5.6479,3,3,nmol g-1 s-1
Carex caryophyllea,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,2.6192,5.8779,2.9238,3.5328,1.4619,1.7664,4,4,mmol g-1 s-1
Carex foetida,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,2.6801,6.7307,3.2892,4.022,1.6446,2.011,4,4,mmol g-1 s-1
Cerastium uniflorum,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,4.6559,15.9531,1.2212,1.5266,0.6106,0.7633,4,4,mmol g-1 s-1
Cirsium acaule,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,2.8977,8.5228,1.5908,6.3636,0.7954,3.1818,4,4,mmol g-1 s-1
Cirsium alpinum,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,4.4889,11.989,2.2384,3.6364,1.1192,1.8182,4,4,mmol g-1 s-1
Colobanthus quitensis,Xiong 2000,day,*,*,7,*,*,12,*,*,5,air,growth chamber,2.3,*,pot,*,*,*,0.1586,0.1261,0.115399827,0.08654987,0.0408,0.0306,8,8,_mol g-1 s-1
Colobanthus quitensis,Xiong 2000,day,*,*,7,*,*,20,*,*,13,air,growth chamber,2.3,*,pot,*,*,*,0.1586,0.1766,0.115399827,0.230516811,0.0408,0.0815,8,8,_mol g-1 s-1
Colobanthus quitensis,Xiong 2000,day,*,*,7,*,*,12,*,*,5,air,growth chamber,2.3,*,pot,*,*,*,7.3739,7.563,4.033619923,5.041954193,1.4261,1.7826,8,8,_mol m-2 s-1
Colobanthus quitensis,Xiong 2000,day,*,*,7,*,*,20,*,*,13,air,growth chamber,2.3,*,pot,*,*,*,7.3739,7.1218,4.033619923,8.083079037,1.4261,2.8578,8,8,_mol m-2 s-1
Delphinium nuttallianum,Lambrecht 2007,day/night,*,*,*,*,*,*,*,*,*,air,infrade heater,>12,*,field,38.57,-106.59,2920,3.3,3,17.99990001,12.00008241,4.0249,2.6833,20,20,_mol m-2 s-1
Delphinium nuttallianum,Lambrecht 2007,day/night,*,*,*,*,*,*,*,*,*,air,infrade heater,>12,*,field,38.57,-106.59,2920,3,6.5,17.99990001,35.99980001,4.0249,8.0498,20,20,_mol m-2 s-1
Deschampsia antarctica,Xiong 2000,day,*,*,7,*,*,12,*,*,5,air,growth chamber,2.3,*,pot,*,*,*,0.0811,0.066,0.105783174,0.060245498,0.0374,0.0213,8,8,_mol g-1 s-1
Deschampsia antarctica,Xiong 2000,day,*,*,7,*,*,20,*,*,13,air,growth chamber,2.3,*,pot,*,*,*,0.0811,0.0717,0.105783174,0.060245498,0.0374,0.0213,8,8,_mol g-1 s-1
Deschampsia antarctica,Xiong 2000,day,*,*,7,*,*,12,*,*,5,air,growth chamber,2.3,*,pot,*,*,*,7.7521,7.4369,6.554597019,6.554597019,2.3174,2.3174,8,8,_mol m-2 s-1
Deschampsia antarctica,Xiong 2000,day,*,*,7,*,*,20,*,*,13,air,growth chamber,2.3,*,pot,*,*,*,7.7521,7.3739,6.554597019,4.537928479,2.3174,1.6044,8,8,_mol m-2 s-1
Erigeron speciosus,Lambrecht 2007,day/night,*,*,*,*,*,*,*,*,*,air,infrade heater,>12,*,field,38.57,-106.59,2920,2.2,3.4,8,17.6,2,4.4,16,16,_mol m-2 s-1
Erigeron speciosus,Lambrecht 2007,day/night,*,*,*,*,*,*,*,*,*,air,infrade heater,>12,*,field,38.57,-106.59,2920,1.3,3,3.2,1.6,0.8,0.4,16,16,_mol m-2 s-1
Eriophorum angustifolium,Shaver 1998,day,*,*,11.3,*,*,*,*,*,5.6,air,greenhouse,2.5,*,field,68.38,-149.34,760,0.0176,0.0059,0.005888973,0.002944486,0.0034,0.0017,3,3,_mol g-1 s-1
Erythronium grandiflorum,Lambrecht 2007,day/night,*,*,*,*,*,*,*,*,*,air,infrade heater,>12,*,field,38.57,-106.59,2920,2.9,3.1,16.89993994,18.20010173,4.6872,5.0478,13,13,_mol m-2 s-1
Erythronium grandiflorum,Lambrecht 2007,day/night,*,*,*,*,*,*,*,*,*,air,infrade heater,>12,*,field,38.57,-106.59,2920,5.1,6.2,31.19991685,36.3998429,8.6533,10.0955,13,13,_mol m-2 s-1
Eucalyptus pauciflora,Atkin 2000,day/night,*,*,10,*,*,*,*,*,10,air,growth chamber,0.13,*,pot,*,*,*,1.4132,2.752,0.6612,0.6942,0.3306,0.3471,4,4,_mol m-2 s-1
Eucalyptus pauciflora,Atkin 2000,day/night,*,*,10,*,*,*,*,*,10,air,growth chamber,0.2,*,pot,*,*,*,1.2975,3.0826,0.562,0.4958,0.281,0.2479,4,4,_mol m-2 s-1
Eucalyptus pauciflora,Atkin 2000,day/night,*,*,10,*,*,*,*,*,10,air,growth chamber,0.27,*,pot,*,*,*,1.2067,2.9173,0.1652,0.6942,0.0826,0.3471,4,4,_mol m-2 s-1
Eucalyptus pauciflora,Atkin 2000,day/night,*,*,10,*,*,*,*,*,10,air,growth chamber,0.33,*,pot,*,*,*,1.1652,2.6859,0.2976,0.2994,0.1488,0.1497,4,4,_mol m-2 s-1
Eucalyptus pauciflora,Atkin 2000,day/night,*,*,10,*,*,*,*,*,10,air,growth chamber,0.47,*,pot,*,*,*,1.0082,2.2809,1.124,0.628,0.562,0.314,4,4,_mol m-2 s-1
Eucalyptus pauciflora,Atkin 2000,day/night,*,*,10,*,*,*,*,*,10,air,growth chamber,<0.1,CO2,pot,*,*,*,1.3719,2.4793,0.628,0.595,0.314,0.2975,4,4,_mol m-2 s-1
Eucalyptus pauciflora,Bruhn 2007,night,*,*,12.09,*,*,*,*,0.3,*,air,infrared ceramic lamp,1year,*,field,35?15_S,149?27_E,700,1.6617,1.3383,0.448778843,0.324229857,0.2007,0.145,5,5,_mol m-2 s-1
Eucalyptus pauciflora,Bruhn 2007,night,*,*,12.09,*,*,*,*,0.3,*,air,infrared ceramic lamp,1year,*,field,35?15_S,149?27_E,700,0.4721,0.5651,0.199457264,0.266092089,0.0892,0.119,5,5,_mol m-2 s-1
Eucalyptus pauciflora,Bruhn 2007,night,*,*,12.09,*,*,*,*,1.3,*,air,infrared ceramic lamp,1year,*,field,35?15_S,149?27_E,700,1.6617,1.6506,0.448778843,0.274365541,0.2007,0.1227,5,5,_mol m-2 s-1
Eucalyptus pauciflora,Bruhn 2007,night,*,*,12.09,*,*,*,*,1.3,*,air,infrared ceramic lamp,1year,*,field,35?15_S,149?27_E,700,0.4721,0.539,0.199457264,0.157866399,0.0892,0.0706,5,5,_mol m-2 s-1
Eucalyptus pauciflora,Bruhn 2007,night,*,*,12.09,*,*,*,*,2.2,*,air,infrared ceramic lamp,1year,*,field,35?15_S,149?27_E,700,1.6617,1.4498,0.448778843,0.598595398,0.2007,0.2677,5,5,_mol m-2 s-1
Eucalyptus pauciflora,Bruhn 2007,night,*,*,12.09,*,*,*,*,2.2,*,air,infrared ceramic lamp,1year,*,field,35?15_S,149?27_E,700,0.4721,0.5465,0.199457264,0.116275535,0.0892,0.052,5,5,_mol m-2 s-1
Geum rivale,Loveys 2003,day/night,*,*,15,*,*,25,*,*,10,air,"phytotron, growth cabinet",<0.5,*,pot,*,*,*,38.9,50.6,34.2,21.6,11.4,7.2,9,9,nmol g-1 s-1
Geum urbanum,Loveys 2003,day/night,*,*,15,*,*,25,*,*,10,air,"phytotron, growth cabinet",<0.5,*,pot,*,*,*,8.9,47.2,10.8,61.2,3.6,20.4,9,9,nmol g-1 s-1
Helianthella quinquenervis,Lambrecht 2007,day/night,*,*,*,*,*,*,*,*,*,air,infrade heater,>12,*,field,38.57,-106.59,2920,3.3,3.4,8.00020401,8.00020401,1.7889,1.7889,20,20,_mol m-2 s-1
Helianthella quinquenervis,Lambrecht 2007,day/night,*,*,*,*,*,*,*,*,*,air,infrade heater,>12,*,field,38.57,-106.59,2920,0.5,0.8,3.999878398,1.999939199,0.8944,0.4472,20,20,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,3.1579,3.9298,0.515617591,0.17195418,0.2105,0.0702,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,3.2281,4,1.117212272,0.515617591,0.4561,0.2105,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,3.1579,4.0351,0.25793127,0.429640501,0.1053,0.1754,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,2.0351,2.807,0.25793127,0.429640501,0.1053,0.1754,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,2.1404,2.9474,0.17195418,0.25793127,0.0702,0.1053,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,2.4912,3.5439,0.17195418,0.25793127,0.0702,0.1053,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,3.1579,4.1404,0.34390836,0.25793127,0.1404,0.1053,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,4.6316,6.1404,0.515617591,0.773548861,0.2105,0.3158,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,3.4386,5.1579,0.515617591,0.773548861,0.2105,0.3158,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,5.0175,6.2807,0.515617591,0.515617591,0.2105,0.2105,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,3.5088,4.3509,0.34390836,0.25793127,0.1404,0.1053,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,2.4561,3.0175,0.25793127,0.25793127,0.1053,0.1053,6,6,_mol m-2 s-1
Helianthus mollis,Zhou 2007,day/night,*,*,16.3,*,*,*,*,*,1.1,air,infrared heater,1year,*,field,34?58_54_N,97?31_14_W,*,0.6667,0.5965,0.25793127,0.515617591,0.1053,0.2105,6,6,_mol m-2 s-1
Larix laricina,Tjoelker 1999a,day/night,18,12,*,24,18,*,6,6,*,air,growth chamber,0.6 - 3,*,pot,*,*,*,9.8889,12.6667,6.333400679,4.666767858,2.5856,1.9052,6,6,nmol g-1 s-1
Larix laricina,Tjoelker 1999a,day/night,18,12,*,30,24,*,12,12,*,air,growth chamber,0.6 - 3,*,pot,*,*,*,9.8889,13.0001,6.333400679,5.333274017,2.5856,2.1773,6,6,nmol g-1 s-1
Larix laricina,Tjoelker 1999a,day/night,18,12,*,24,18,*,6,6,*,air,growth chamber,0.6 - 3,CO2,pot,*,*,*,10.0002,14.2782,4.999898463,5.333274017,2.0412,2.1773,6,6,nmol g-1 s-1
Larix laricina,Tjoelker 1999a,day/night,18,12,*,30,24,*,12,12,*,air,growth chamber,0.6 - 3,CO2,pot,*,*,*,10.0002,14.7223,4.999898463,4.999898463,2.0412,2.0412,6,6,nmol g-1 s-1
Larix laricina,Tjoelker 1999b,day/night,18,12,*,24,18,*,6,6,6,air,"chamber, metal halied lamp",2.7,*,pot,*,*,*,12.1221,17.5014,4.318175868,6.590972938,2.4931,3.8053,3,3,nmol g-1 s-1
Larix laricina,Tjoelker 1999b,day/night,18,12,*,24,18,*,6,6,6,air,"chamber, metal halied lamp",2.7,*,pot,*,*,*,12.1221,22.1211,4.318175868,5.913394662,2.4931,3.4141,3,3,nmol g-1 s-1
Larix laricina,Tjoelker 1999b,day/night,18,12,*,30,24,*,6,6,6,air,"chamber, metal halied lamp",2.7,*,pot,*,*,*,12.1221,10.0003,4.318175868,5.227329337,2.4931,3.018,3,3,nmol g-1 s-1
Larix laricina,Tjoelker 1999b,day/night,18,12,*,30,24,*,6,6,6,air,"chamber, metal halied lamp",2.7,*,pot,*,*,*,12.1221,15.6062,4.318175868,3.863685736,2.4931,2.2307,3,3,nmol g-1 s-1
Larix laricina,Tjoelker 1999b,day/night,18,12,*,24,18,*,6,6,6,air,"chamber, metal halied lamp",2.7,CO2,pot,*,*,*,11.9699,22.4243,4.090930802,13.18177267,2.3619,7.6105,3,3,nmol g-1 s-1
Larix laricina,Tjoelker 1999b,day/night,18,12,*,24,18,*,6,6,6,air,"chamber, metal halied lamp",2.7,CO2,pot,*,*,*,11.9699,28.0302,4.090930802,7.727198268,2.3619,4.4613,3,3,nmol g-1 s-1
Larix laricina,Tjoelker 1999b,day/night,18,12,*,30,24,*,6,6,6,air,"chamber, metal halied lamp",2.7,CO2,pot,*,*,*,11.9699,8.7121,4.090930802,4.324064841,2.3619,2.4965,3,3,nmol g-1 s-1
Larix laricina,Tjoelker 1999b,day/night,18,12,*,30,24,*,6,6,6,air,"chamber, metal halied lamp",2.7,CO2,pot,*,*,*,11.9699,14.2424,4.090930802,3.863685736,2.3619,2.2307,3,3,nmol g-1 s-1
Leucanthemopsis alpina,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,5.4289,13.4287,4.5714,1.1428,2.2857,0.5714,4,4,mmol g-1 s-1
Leucanthemopsis vulgare,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,6.0571,6.0574,4.8,5.0286,2.4,2.5143,4,4,mmol g-1 s-1
Luzula acutifolia,Loveys 2003,day/night,*,*,15,*,*,25,*,*,10,air,"phytotron, growth cabinet",<0.5,*,pot,*,*,*,32,39.9,57.6,31.5,19.2,10.5,9,9,nmol g-1 s-1
Luzula alpino-pilosa,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,5.0857,11.3137,3.657,6.171,1.8285,3.0855,4,4,mmol g-1 s-1
Luzula campestris,Larigauderie 1995,day/night,10,5,*,20,15,*,10,10,*,air,chamber,<1,*,pot,*,*,2500,5.4282,11.8849,4.5768,3.664,2.2884,1.832,4,4,mmol g-1 s-1
Picea asperata,Yin2008,day/night,*,*,11.52,*,*,*,*,*,0.51,air,open-top chamber,18 months,*,field,31?35_N,102?35_E,3110,0.29,0.31,0.284604989,0.316227766,0.09,0.1,10,10,_mol m-2 s-1
Picea asperata,Yin2008,day/night,*,*,10.92,*,*,*,*,*,0.69,air,open-top chamber,18 months,light,field,31?35_N,102?35_E,3110,0.83,0.9,0.379473319,0.537587202,0.12,0.17,10,10,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,air and soil,greenhouse and heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.19,0.21,0.11,0.3,0.11,0.3,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,air and soil,greenhouse and heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.21,0.24,0.21,0.25,0.21,0.25,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,air and soil,greenhouse and heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.31,0.24,0.12,0.07,0.12,0.07,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,air and soil,greenhouse and heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.25,0.28,0.1,0.08,0.1,0.08,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,air and soil,greenhouse and heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.59,0.5,0.33,0.2,0.33,0.2,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,air and soil,greenhouse and heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.32,0.35,0.07,0.12,0.07,0.12,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,air and soil,greenhouse and heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.32,0.36,0.45,0.28,0.45,0.28,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,air and soil,greenhouse and heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.35,0.26,0.18,0.14,0.18,0.14,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,air and soil,greenhouse and heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.24,0.18,0.14,0.1,0.14,0.1,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,soil,heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.19,0.23,0.08,0.11,0.08,0.11,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,soil,heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.24,0.31,0.23,0.32,0.23,0.32,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,soil,heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.3,0.29,0.12,0.07,0.12,0.07,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,soil,heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.31,0.33,0.14,0.08,0.14,0.08,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,soil,heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.82,0.58,0.22,0.11,0.22,0.11,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,soil,heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.34,0.39,0.05,0.1,0.05,0.1,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,soil,heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.34,0.48,0.22,0.33,0.22,0.33,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,soil,heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.23,0.39,0.15,0.24,0.15,0.24,4,4,_mol m-2 s-1
Picea mariana,Bronson 2010,day/night,*,*,*,*,*,*,*,*,5,soil,heating cable,1-3years,*,field,55?53_N,98?20_W,510,0.2,0.22,0.11,0.07,0.11,0.07,4,4,_mol m-2 s-1
Picea mariana,Tjoelker 1999a,day/night,18,12,*,24,18,*,6,6,*,air,growth chamber,0.6 - 3,*,pot,*,*,*,7.8481,10.8355,4.25304904,4.25304904,1.7363,1.7363,6,6,nmol g-1 s-1
Picea mariana,Tjoelker 1999a,day/night,18,12,*,30,24,*,12,12,*,air,growth chamber,0.6 - 3,*,pot,*,*,*,7.8481,10.7341,4.25304904,4.25304904,1.7363,1.7363,6,6,nmol g-1 s-1
Picea mariana,Tjoelker 1999a,day/night,18,12,*,24,18,*,6,6,*,air,growth chamber,0.6 - 3,CO2,pot,*,*,*,7.6963,9.5696,4.25304904,4.25304904,1.7363,1.7363,6,6,nmol g-1 s-1
Picea mariana,Tjoelker 1999a,day/night,18,12,*,30,24,*,12,12,*,air,growth chamber,0.6 - 3,CO2,pot,*,*,*,7.6963,9.9748,4.25304904,3.949312312,1.7363,1.6123,6,6,nmol g-1 s-1
